Uid,Indegree ranklg,Group
2656274875,0.0,Generalist
1974576991,0.30102999566398114,Generalist
2803301701,0.47712125471966244,Generalist
1618051664,0.6020599913279623,Generalist
5590704704,0.6989700043360187,Generalist
1887344341,0.7781512503836435,Generalist
1709157165,0.8450980400142567,Generalist
1893801487,0.9030899869919434,Generalist
3937348351,0.9542425094393249,Generalist
2549228714,1.0,Generalist
1642088277,1.041392685158225,Generalist
1537790411,1.0791812460476247,Generalist
2243807243,1.1139433523068367,Generalist
3099016097,1.1461280356782377,Generalist
1935198185,1.1760912590556811,Generalist
5603237555,1.2041199826559246,Specialist
6002842109,1.2304489213782739,Specialist
2143324323,1.2552725051033058,Specialist
1698233740,1.2787536009528289,Generalist
1886672467,1.301029995663981,Generalist
5969581482,1.322219294733919,Specialist
2804506181,1.3424226808222062,Generalist
1686546714,1.3617278360175928,Generalist
1817162382,1.380211241711606,Generalist
1993305471,1.3979400086720375,Generalist
3921730119,1.414973347970818,Specialist
1649159940,1.4313637641589871,Generalist
1570308924,1.447158031342219,Generalist
2810373291,1.462397997898956,Generalist
3229125510,1.4771212547196624,Generalist
2328516855,1.4913616938342726,Generalist
2181597154,1.5051499783199058,Generalist
2286908003,1.5185139398778873,Generalist
1742566624,1.5314789170422551,Generalist
1323527941,1.5440680443502754,Generalist
1191965271,1.556302500767287,Generalist
3876734080,1.5682017240669948,Specialist
1816029971,1.57978359661681,Generalist
5241532897,1.591064607026499,Specialist
1644114654,1.6020599913279623,Generalist
3927042907,1.6127838567197355,Specialist
1329471713,1.6232492903979003,Specialist
2150758415,1.6334684555795864,Generalist
1195908387,1.6434526764861872,Generalist
6014403348,1.6532125137753435,Generalist
2213526752,1.6627578316815739,Specialist
5467852665,1.6720978579357173,Generalist
1788911247,1.6812412373755872,Generalist
1654134123,1.6901960800285134,Generalist
3939426052,1.6989700043360185,Generalist
2309846073,1.7075701760979363,Generalist
2123664205,1.716003343634799,Generalist
1819935727,1.724275869600789,Specialist
1442246695,1.7323937598229684,Generalist
2891529877,1.7403626894942439,Generalist
5524008509,1.7481880270062005,Specialist
1904228041,1.7558748556724912,Specialist
2632955282,1.7634279935629371,Generalist
6033930155,1.7708520116421442,Generalist
2206258462,1.7781512503836434,Generalist
5346801743,1.785329835010767,Specialist
5340011128,1.7923916894982537,Specialist
2050149565,1.7993405494535815,Specialist
1784473157,1.8061799739838869,Generalist
2981083181,1.8129133566428552,Specialist
2855852714,1.8195439355418683,Specialist
1763351504,1.8260748027008262,Specialist
2028810631,1.8325089127062362,Generalist
1827683445,1.8388490907372552,Generalist
1267454277,1.845098040014257,Generalist
2611704935,1.851258348719075,Specialist
1733879143,1.8573324964312683,Specialist
2335625480,1.8633228601204557,Specialist
2673726341,1.8692317197309762,Specialist
2611641094,1.8750612633916997,Generalist
1640337222,1.8808135922807911,Generalist
1960785875,1.8864907251724818,Generalist
1739732501,1.8920946026904801,Specialist
1743951792,1.8976270912904412,Specialist
1643971635,1.9030899869919433,Generalist
3095347225,1.9084850188786497,Generalist
1662214194,1.9138138523837167,Generalist
5729169092,1.919078092376074,Generalist
1774057271,1.9242792860618814,Generalist
2382356540,1.9294189257142926,Generalist
5100758422,1.9344984512435675,Specialist
1195354434,1.9395192526186182,Generalist
2482557597,1.9444826721501687,Generalist
3952362964,1.9493900066449126,Specialist
1805982651,1.9542425094393248,Generalist
2728296497,1.9590413923210932,Specialist
5999243797,1.9637878273455551,Specialist
1847123567,1.968482948553935,Generalist
3694863325,1.9731278535996983,Specialist
3508092614,1.9777236052888476,Specialist
1596329427,1.9822712330395682,Specialist
2949264292,1.9867717342662448,Specialist
1134796120,1.9912260756924949,Generalist
2202387347,1.9956351945975497,Generalist
5582937157,2.0,Specialist
1496260095,2.0043213737826426,Specialist
2462605080,2.008600171761917,Generalist
1875034341,2.012837224705172,Generalist
1699432410,2.0170333392987803,Generalist
2002148123,2.021189299069938,Generalist
1663937380,2.02530586526477,Generalist
3660593213,2.0293837776852093,Generalist
2342024544,2.0334237554869494,Generalist
5029399338,2.0374264979406234,Specialist
2269103954,2.041392685158225,Specialist
5044281310,2.045322978786657,Generalist
2240574632,2.049218022670181,Specialist
1705564917,2.0530784434834195,Specialist
1935167034,2.0569048513364723,Generalist
2133521832,2.0606978403536114,Specialist
1402138343,2.064457989226918,Specialist
1652184490,2.0681858617461617,Specialist
1265998927,2.0718820073061255,Generalist
3477513373,2.0755469613925306,Specialist
2141791335,2.0791812460476247,Generalist
3869601985,2.08278537031645,Specialist
1791542762,2.086359830674748,Specialist
2118199994,2.0899051114393976,Specialist
5193633355,2.093421685162235,Specialist
3085327787,2.0969100130080562,Generalist
1663072851,2.1003705451175625,Generalist
2852761965,2.103803720955957,Specialist
1741069204,2.107209969647868,Specialist
3740976897,2.110589710299249,Specialist
2074685151,2.1139433523068365,Specialist
3716243842,2.117271295655764,Generalist
1737588567,2.1205739312058496,Generalist
2615417307,2.123851640967086,Specialist
2397991440,2.1271047983648073,Generalist
2375086267,2.130333768495006,Generalist
1885454921,2.1335389083702174,Generalist
3500618431,2.1367205671564067,Specialist
2475574571,2.1398790864012365,Specialist
1686815607,2.143014800254095,Generalist
1640601392,2.1461280356782377,Generalist
5212952283,2.1492191126553797,Specialist
1781845841,2.1522883443830563,Specialist
2772291221,2.1553360374650614,Generalist
1677318422,2.1583624920952493,Specialist
2180593614,2.1613680022349744,Specialist
2641686425,2.1643528557844367,Specialist
3837704366,2.1673173347481756,Generalist
5886488831,2.170261715394957,Specialist
1808576352,2.173186268412274,Specialist
2192606857,2.176091259055681,Specialist
2018980260,2.1789769472931693,Specialist
2936882141,2.181843587944772,Specialist
2301729557,2.1846914308175984,Specialist
