Uid,Indegree ranklg,Group
2803301701,0.0,Generalist
1742566624,0.30102999566398114,Generalist
3099016097,0.47712125471966244,Generalist
2656274875,0.6020599913279623,Generalist
2709577332,0.6989700043360187,Generalist
2891529877,0.7781512503836435,Generalist
1705180884,0.8450980400142567,Generalist
1642591402,0.9030899869919434,Specialist
2286908003,0.9542425094393249,Generalist
3229125510,1.0,Generalist
1713926427,1.041392685158225,Generalist
3217179555,1.0791812460476247,Generalist
1764222885,1.1139433523068367,Generalist
1974576991,1.1461280356782377,Generalist
3069348215,1.1760912590556811,Generalist
2141823055,1.2041199826559246,Generalist
2549228714,1.2304489213782739,Generalist
2182038504,1.2552725051033058,Generalist
1314608344,1.2787536009528289,Generalist
2142168143,1.301029995663981,Generalist
1644395354,1.322219294733919,Generalist
3305085281,1.3424226808222062,Generalist
1740577714,1.3617278360175928,Generalist
2714280233,1.380211241711606,Generalist
2482557597,1.3979400086720375,Generalist
2970036311,1.414973347970818,Generalist
1618051664,1.4313637641589871,Generalist
1768198384,1.447158031342219,Generalist
1662214194,1.462397997898956,Generalist
1258256457,1.4771212547196624,Specialist
1757353251,1.4913616938342726,Specialist
2243807243,1.5051499783199058,Generalist
1097201945,1.5185139398778873,Generalist
1642088277,1.5314789170422551,Generalist
3948713134,1.5440680443502754,Generalist
2140227493,1.556302500767287,Generalist
3900215081,1.5682017240669948,Generalist
2430259303,1.57978359661681,Generalist
1615743184,1.591064607026499,Generalist
5044281310,1.6020599913279623,Generalist
2718604160,1.6127838567197355,Generalist
1784473157,1.6232492903979003,Generalist
3937348351,1.6334684555795864,Generalist
2247164142,1.6434526764861872,Generalist
1644114654,1.6532125137753435,Generalist
1344386244,1.6627578316815739,Specialist
3167305545,1.6720978579357173,Generalist
2478838621,1.6812412373755872,Specialist
1788911247,1.6901960800285134,Generalist
5220839587,1.6989700043360185,Specialist
1805982651,1.7075701760979363,Generalist
2835724503,1.716003343634799,Generalist
1886419032,1.724275869600789,Generalist
1895964183,1.7323937598229684,Generalist
3044746573,1.7403626894942439,Generalist
1195908387,1.7481880270062005,Generalist
2328516855,1.7558748556724912,Generalist
3641513235,1.7634279935629371,Generalist
1738932247,1.7708520116421442,Generalist
2214257545,1.7781512503836434,Specialist
2309846073,1.785329835010767,Generalist
3929428825,1.7923916894982537,Specialist
1774662372,1.7993405494535815,Generalist
3177527181,1.8061799739838869,Generalist
1789834424,1.8129133566428552,Generalist
1887344341,1.8195439355418683,Generalist
2150511032,1.8260748027008262,Generalist
5497993620,1.8325089127062362,Generalist
5675449379,1.8388490907372552,Specialist
1778181861,1.845098040014257,Generalist
2123664205,1.851258348719075,Generalist
1191965271,1.8573324964312683,Generalist
1134796120,1.8633228601204557,Generalist
1623886424,1.8692317197309762,Specialist
2141791335,1.8750612633916997,Generalist
2141334915,1.8808135922807911,Specialist
2080114694,1.8864907251724818,Generalist
1642512402,1.8920946026904801,Generalist
2028810631,1.8976270912904412,Generalist
1791867263,1.9030899869919433,Generalist
2166792032,1.9084850188786497,Generalist
1886903325,1.9138138523837167,Specialist
2057769762,1.919078092376074,Specialist
5135808743,1.9242792860618814,Generalist
5909185172,1.9294189257142926,Generalist
1323527941,1.9344984512435675,Generalist
1830442653,1.9395192526186182,Generalist
1653603955,1.9444826721501687,Generalist
1742741072,1.9493900066449126,Specialist
5466594184,1.9542425094393248,Specialist
5587568550,1.9590413923210932,Specialist
2143579695,1.9637878273455551,Specialist
3986147355,1.968482948553935,Specialist
2814680487,1.9731278535996983,Generalist
1742121542,1.9777236052888476,Specialist
1700648435,1.9822712330395682,Generalist
2904252415,1.9867717342662448,Specialist
1900887504,1.9912260756924949,Generalist
6049590367,1.9956351945975497,Generalist
1847798401,2.0,Specialist
1583361742,2.0043213737826426,Specialist
2855143392,2.008600171761917,Specialist
1843443790,2.012837224705172,Specialist
2091390311,2.0170333392987803,Specialist
2995631244,2.021189299069938,Specialist
5239863155,2.02530586526477,Generalist
2792589472,2.0293837776852093,Specialist
1660452532,2.0334237554869494,Specialist
2067756135,2.0374264979406234,Generalist
1746580461,2.041392685158225,Specialist
2447680824,2.045322978786657,Generalist
1926652273,2.049218022670181,Generalist
5324802169,2.0530784434834195,Specialist
5568490146,2.0569048513364723,Generalist
2993049293,2.0606978403536114,Generalist
1197362373,2.064457989226918,Specialist
1497087080,2.0681858617461617,Specialist
1644948230,2.0718820073061255,Generalist
1993305471,2.0755469613925306,Generalist
1638781994,2.0791812460476247,Specialist
5984691065,2.08278537031645,Generalist
1748075785,2.086359830674748,Specialist
1847582585,2.0899051114393976,Specialist
3630172281,2.093421685162235,Specialist
1695958733,2.0969100130080562,Generalist
1643971635,2.1003705451175625,Generalist
3954698413,2.103803720955957,Specialist
1878335471,2.107209969647868,Specialist
2289537274,2.110589710299249,Specialist
1682207150,2.1139433523068365,Generalist
1638782947,2.117271295655764,Generalist
3622512610,2.1205739312058496,Generalist
1907542963,2.123851640967086,Specialist
3440325930,2.1271047983648073,Generalist
5239450309,2.130333768495006,Generalist
3660593213,2.1335389083702174,Generalist
2671769851,2.1367205671564067,Specialist
2431578944,2.1398790864012365,Generalist
2968634427,2.143014800254095,Specialist
1886672467,2.1461280356782377,Generalist
1937376377,2.1492191126553797,Generalist
2219523390,2.1522883443830563,Specialist
1769684987,2.1553360374650614,Specialist
1191258123,2.1583624920952493,Specialist
3676435761,2.1613680022349744,Specialist
3737972773,2.1643528557844367,Generalist
5845955894,2.1673173347481756,Generalist
2505894464,2.170261715394957,Specialist
1642635773,2.173186268412274,Generalist
5181464632,2.176091259055681,Specialist
1642566747,2.1789769472931693,Specialist
5044705593,2.181843587944772,Specialist
5844573935,2.1846914308175984,Specialist
2855071827,2.187520720836463,Specialist
1686546714,2.1903316981702914,Generalist
3948798687,2.1931245983544616,Generalist
3341507382,2.1958996524092336,Specialist
3618099141,2.1986570869544226,Specialist
1792702427,2.2013971243204513,Specialist
1649173367,2.2041199826559246,Generalist
1863089382,2.2068258760318495,Specialist
1810632930,2.2095150145426303,Specialist
3191534861,2.2121876044039577,Specialist
1960785875,2.214843848047698,Generalist
1887790981,2.217483944213906,Specialist
2202387347,2.220108088040055,Generalist
1965628823,2.2227164711475833,Generalist
1904769205,2.2253092817258624,Specialist
3644441127,2.2278867046136734,Specialist
3125368501,2.2304489213782737,Specialist
1784537661,2.2329961103921536,Specialist
2131445654,2.2355284469075487,Specialist
1655890975,2.2380461031287955,Generalist
3179974970,2.2405492482825995,Specialist
1537790411,2.2430380486862944,Generalist
1899702230,2.2455126678141495,Specialist
5222794628,2.2479732663618064,Specialist
2132734472,2.2504200023088936,Generalist
1496814565,2.252853030979893,Specialist
2258727970,2.255272505103306,Generalist
2150758415,2.2576785748691846,Generalist
1266269835,2.2600713879850747,Specialist
1816029971,2.2624510897304293,Generalist
2010226570,2.2648178230095364,Specialist
1895291251,2.2671717284030133,Specialist
1803310643,2.2695129442179165,Specialist
2509958092,2.271841606536499,Specialist
1907166177,2.2741578492636796,Specialist
5556869758,2.276461804173244,Specialist
1655363172,2.278753600952829,Specialist
5896401674,2.281033367247727,Specialist
2466386627,2.2833012287035492,Specialist
5634753105,2.2855573090077734,Generalist
2169129705,2.287801729930226,Specialist
1893801487,2.290034611362518,Generalist
1627825392,2.2922560713564755,Specialist
5765378903,2.294466226161593,Specialist
1845864154,2.296665190261531,Generalist
1756667731,2.2988530764097064,Specialist
2397991440,2.301029995663981,Generalist
2176645133,2.3031960574204886,Specialist
5879823459,2.305351369446624,Specialist
2143324323,2.3074960379132126,Specialist
1697601814,2.3096301674258983,Generalist
1660612723,2.311753861055754,Specialist
2382356540,2.3138672203691533,Generalist
3922774869,2.3159703454569174,Specialist
3460516424,2.3180633349627615,Specialist
2634877355,2.320146286111054,Specialist
1265020392,2.322219294733919,Specialist
1806910981,2.3242824552976926,Specialist
2129999320,2.326335860928751,Specialist
2574126482,2.3283796034387376,Specialist
1674242970,2.3304137733491905,Specialist
3774371267,2.332438459915605,Specialist
1771123430,2.3344537511509307,Specialist
5751412092,2.3364597338485296,Specialist
2687299131,2.3384564936046046,Generalist
2368746162,2.340444114840118,Specialist
2609400635,2.342422680822206,Generalist
1720962692,2.34439227368511,Specialist
2305056670,2.3463529744506384,Specialist
1265998927,2.3483048630481607,Generalist
1904671130,2.3502480183341623,Specialist
1653689003,2.3521825181113623,Specialist
3042094223,2.3541084391474008,Specialist
2140657423,2.3560258571931225,Specialist
1957800054,2.3579348470004535,Specialist
1663072851,2.359835482339888,Generalist
1676001761,2.3617278360175926,Specialist
5882998192,2.363611979892144,Generalist
3222817584,2.3654879848908994,Generalist
3163213212,2.3673559210260184,Specialist
1644489953,2.3692158574101425,Specialist
5661505070,2.371067862271736,Specialist
1850988623,2.3729120029701067,Generalist
1862364383,2.374748346010104,Generalist
3206603957,2.376576957056512,Specialist
3032210184,2.3783979009481375,Specialist
5467852665,2.380211241711606,Generalist
2400966427,2.382017042574868,Specialist
3042027813,2.383815365980431,Specialist
1985393563,2.3856062735983117,Specialist
5138579079,2.387389826338729,Specialist
2748597475,2.3891660843645326,Generalist
1816750115,2.390935107103379,Specialist
1894195274,2.392696953259666,Specialist
1223178222,2.394451680826216,Specialist
1593933550,2.396199347095736,Specialist
3920631851,2.397940008672037,Specialist
1775979645,2.3996737214810375,Specialist
5590704704,2.4014005407815437,Generalist
2097024354,2.4031205211758175,Specialist
1291477752,2.404833716619938,Generalist
1832447572,2.4065401804339546,Specialist
1985551380,2.408239965311849,Specialist
5705021476,2.4099331233312946,Specialist
1741069204,2.41161970596323,Specialist
3712035812,2.4132997640812515,Generalist
2572366990,2.4149733479708178,Specialist
5015473540,2.416640507338281,Specialist
2354644175,2.4183012913197452,Specialist
2054853403,2.4199557484897576,Specialist
2512574061,2.421603926869831,Specialist
1639483893,2.4232458739368075,Specialist
1642592432,2.4248816366310666,Specialist
1567852087,2.426511261364575,Specialist
2591595652,2.4281347940287885,Specialist
2095326403,2.4297522800024076,Specialist
2810373291,2.4313637641589874,Generalist
1720664360,2.4329692908744054,Specialist
2372255055,2.4345689040341987,Specialist
1977459170,2.436162647040756,Specialist
5990922414,2.437750562820388,Specialist
3176068101,2.4393326938302624,Specialist
3695013654,2.4409090820652173,Specialist
1649469284,2.442479769064448,Specialist
1642634100,2.4440447959180758,Generalist
1680990025,2.4456042032735974,Specialist
2673726341,2.447158031342219,Specialist
1864696473,2.4487063199050794,Specialist
1726918143,2.450249108319361,Specialist
3030975747,2.45178643552429,Specialist
1747790171,2.4533183400470375,Generalist
1736315592,2.45484486000851,Generalist
3623353053,2.4563660331290427,Generalist
1642292081,2.4578818967339924,Specialist
1897320685,2.4593924877592306,Specialist
1817162382,2.4608978427565478,Generalist
1656737654,2.4623979978989556,Specialist
1686815607,2.4638929889859074,Generalist
1998412373,2.465382851448418,Generalist
1883881851,2.4668676203541096,Specialist
5590046102,2.468347330412157,Specialist
2213526752,2.469822015978163,Specialist
1699540307,2.4712917110589383,Generalist
2141934923,2.4727564493172123,Generalist
2087875965,2.4742162640762553,Generalist
1895327843,2.4756711883244296,Specialist
2706896955,2.477121254719662,Generalist
1885454921,2.478566495593843,Generalist
5749042654,2.4800069429571505,Specialist
1712570933,2.481442628502305,Generalist
1815418641,2.4828735836087534,Generalist
1827683445,2.484299839346786,Generalist
2632955282,2.4857214264815797,Generalist
5103645868,2.487138375477186,Specialist
1762098324,2.488550716500444,Specialist
1765870915,2.4899584794248346,Specialist
5182171545,2.4913616938342726,Specialist
1757142323,2.492760389026837,Specialist
1764442302,2.4941545940184424,Generalist
3085327787,2.4955443375464483,Generalist
1100856704,2.4969296480732144,Specialist
5291655015,2.4983105537896004,Specialist
1749990115,2.4996870826184034,Specialist
1679577453,2.501059262217751,Generalist
1696762051,2.5024271199844326,Specialist
5722634120,2.503790683057181,Generalist
1300957955,2.505149978319906,Generalist
1991428685,2.506505032404872,Specialist
3018242917,2.507855871695831,Specialist
1974808274,2.5092025223311025,Specialist
5540466595,2.5105450102066116,Specialist
2819115182,2.511883360978874,Specialist
2683843043,2.513217600067939,Specialist
1241148864,2.514547752660286,Generalist
5454806466,2.515873843711679,Specialist
1659041705,2.517195897949974,Specialist
1819935727,2.518513939877887,Specialist
3986933335,2.5198279937757184,Generalist
5746403289,2.521138083704036,Specialist
3764674343,2.5224442335063197,Specialist
1803278047,2.5237464668115646,Generalist
2230913455,2.5250448070368448,Specialist
3788301822,2.5263392773898437,Generalist
5532648623,2.5276299008713385,Generalist
1771140437,2.5289167002776547,Specialist
1800611161,2.5301996982030817,Specialist
3591355593,2.531478917042255,Generalist
1893660435,2.5327543789924976,Specialist
2560182670,2.5340261060561344,Specialist
1880047847,2.53529412004277,Specialist
1640601392,2.53655844257153,Generalist
5720474518,2.537819095073274,Specialist
1259110474,2.5390760987927767,Specialist
5991744877,2.5403294747908736,Specialist
5198011111,2.5415792439465807,Specialist
3926197181,2.5428254269591797,Specialist
3921730119,2.5440680443502752,Specialist
3704673325,2.545307116465824,Specialist
1773655610,2.5465426634781307,Specialist
3249656920,2.5477747053878224,Specialist
2804506181,2.5490032620257876,Generalist
2173291530,2.5502283530550938,Specialist
5350911311,2.551449997972875,Specialist
2418895143,2.5526682161121927,Specialist
2615417307,2.553883026643874,Specialist
1663088660,2.555094448578319,Specialist
2812335943,2.5563025007672873,Specialist
5040955225,2.5575072019056577,Specialist
1708922835,2.558708570533166,Specialist
1341902602,2.559906625036112,Specialist
2936882141,2.5611013836490555,Specialist
2462605080,2.5622928644564746,Generalist
1721449743,2.56348108539441,Specialist
2100925373,2.5646660642520893,Specialist
2280198017,2.5658478186735176,Specialist
1286659964,2.56702636615906,Generalist
1570308924,2.5682017240669945,Generalist
1709157165,2.5693739096150456,Generalist
1735747402,2.5705429398818973,Generalist
3201529063,2.5717088318086874,Specialist
2219124641,2.57287160220048,Specialist
1872762823,2.5740312677277184,Specialist
5088502796,2.575187844927661,Specialist
1314637182,2.5763413502057926,Specialist
1668662863,2.577491799837225,Specialist
3788429925,2.578639209968072,Specialist
1927538117,2.57978359661681,Specialist
1774057271,2.580924975675619,Generalist
1959605421,2.5820633629117085,Specialist
1909752335,2.5831987739686224,Generalist
1860128420,2.5843312243675305,Specialist
2751313073,2.5854607295085006,Generalist
1499104401,2.5865873046717547,Specialist
1904228041,2.5877109650189114,Specialist
2681256780,2.5888317255942073,Specialist
2713686834,2.5899496013257073,Specialist
1649155730,2.591064607026499,Specialist
5969581482,2.5921767573958667,Specialist
1736329970,2.5932860670204567,Specialist
2018499075,2.5943925503754266,Specialist
2049998295,2.5954962218255737,Specialist
2182537064,2.59659709562646,Specialist
1750070171,2.597695185925512,Generalist
5297303912,2.598790506763115,Specialist
2630646082,2.5998830720736876,Specialist
2087169013,2.600972895686748,Specialist
1288915263,2.602059991327962,Specialist
1855152373,2.603144372620182,Specialist
1737588567,2.60422605308447,Generalist
5907262772,2.605305046141109,Specialist
1477045392,2.6063813651106047,Specialist
1710173801,2.6074550232146683,Specialist
3394123104,2.608526033577194,Generalist
1650111241,2.6095944092252195,Specialist
1253452111,2.6106601630898796,Specialist
1644458353,2.611723308007342,Specialist
5979631461,2.6127838567197355,Specialist
1651428902,2.613841821876069,Specialist
5037267067,2.6148972160331345,Specialist
1977460817,2.615950051656401,Specialist
3786649467,2.6170003411208986,Specialist
2240717744,2.6180480967120925,Specialist
2626682903,2.6190933306267423,Generalist
1698513182,2.620136054973757,Specialist
2645833223,2.621176281775035,Specialist
1880139665,2.622214022966295,Specialist
1816235843,2.6232492903979003,Specialist
1670421223,2.624282095835668,Specialist
1663937380,2.625312450961674,Generalist
6027167937,2.626340367375042,Specialist
1315706994,2.6273658565927325,Specialist
2297493511,2.6283889300503116,Specialist
2619577243,2.629409599102719,Specialist
2442373880,2.6304278750250236,Specialist
1755370981,2.631443769013172,Specialist
3306279953,2.632457292184724,Generalist
1935198185,2.633468455579586,Generalist
1791542762,2.634477270160731,Specialist
2082306984,2.635483746814912,Specialist
5732523783,2.636487896353365,Specialist
1267224222,2.6374897295125104,Specialist
2202911004,2.638489256954637,Specialist
5253090679,2.639486489268586,Generalist
2852307854,2.6404814369704215,Specialist
5406572240,2.6414741105040993,Specialist
1403915120,2.6424645202421213,Specialist
3097378697,2.643452676486187,Specialist
2827386331,2.644438589467838,Specialist
1649159940,2.6454222693490914,Generalist
1644225642,2.6464037262230695,Specialist
2397997330,2.6473829701146196,Specialist
1885741814,2.648360010980931,Specialist
1663612603,2.649334858712142,Specialist
2156294570,2.650307523131936,Generalist
1740522895,2.6512780139981436,Specialist
2206258462,2.6522463410033232,Generalist
2432009827,2.6532125137753435,Specialist
5340280308,2.6541765418779604,Generalist
5067607858,2.655138434811382,Generalist
1809745371,2.656098202012832,Specialist
2219227283,2.6570558528571038,Specialist
2087764093,2.658011396657112,Specialist
1943171370,2.658964842664435,Specialist
1839167003,2.65991620006985,Specialist
1774676624,2.660865478003869,Specialist
2156466452,2.661812685537261,Specialist
1734530730,2.662757831681574,Specialist
3098510521,2.663700925389648,Specialist
6002842109,2.6646419755561253,Specialist
5918987931,2.665580991017953,Specialist
1774978073,2.6665179805548807,Specialist
1698233740,2.6674529528899535,Generalist
3869601985,2.6683859166899997,Specialist
1749224837,2.669316880566112,Specialist
1173446387,2.6702458530741238,Specialist
1814975931,2.671172842715083,Generalist
1725010007,2.672097857935717,Specialist
1956700750,2.6730209071288957,Generalist
2050067882,2.6739419986340875,Specialist
5681482843,2.674861140737811,Specialist
2723838314,2.675778341674085,Specialist
2255811735,2.6766936096248664,Specialist
2025231343,2.677606952720493,Generalist
1992613670,2.678518379040114,Specialist
